Country/Region,time,precipIntensityMax,temperatureLow,humidity,pressure
China,4/11/2020,0.0057,2.91,0.46,1020.8
China,4/12/2020,0.0003,3.83,0.43,1020.2
China,4/13/2020,0.0003,13.33,0.36,1014.5
China,4/14/2020,0.0001,16.06,0.36,1010.4
China,4/15/2020,0.0133,22.98,0.62,1003.3
China,4/16/2020,0.0439,14.33,0.76,1008.6
China,4/17/2020,0.0043,20.56,0.46,1012
China,4/18/2020,0.0054,19.82,0.59,1007.3
China,4/19/2020,0.0114,14.87,0.58,1007.4
China,4/20/2020,0.0019,13.94,0.65,1011.7
China,12/31/2019,0.0002,21.73,0.56,1029.1
China,1/1/2020,0.0003,25.99,0.64,1030.3
China,1/2/2020,0,26.58,0.67,1029.9
China,1/3/2020,0.0044,29.03,0.67,1025.4
China,1/4/2020,0.0377,26.68,0.83,1022.4
China,1/5/2020,0.0055,26.37,0.74,1025.1
China,1/6/2020,0.0104,20.37,0.75,1026.5
China,1/7/2020,0.0003,26.06,0.71,1027
China,1/8/2020,0.0039,26.16,0.81,1026.2
China,1/9/2020,0.0041,18.97,0.71,1027.3
China,1/10/2020,0.0005,21.67,0.67,1026
China,1/11/2020,0.0012,20.62,0.73,1024.3
China,1/12/2020,0.0007,15.98,0.59,1027.4
China,1/13/2020,0,23.3,0.59,1026.5
China,1/14/2020,0.0088,22.75,0.79,1027.3
China,1/15/2020,0.0034,18.29,0.8,1030.1
China,1/16/2020,0.0004,22.46,0.67,1029.2
China,1/17/2020,0.0011,18.15,0.66,1029.5
China,1/18/2020,0,20.95,0.42,1028.6
China,1/19/2020,0,23.32,0.47,1025.8
China,1/20/2020,0.0002,25.45,0.58,1021.8
China,1/21/2020,0.0019,27.21,0.67,1022.9
China,1/22/2020,0.0003,28.24,0.65,1026.3
China,1/23/2020,0.0054,24.9,0.59,1032.7
China,1/24/2020,0.0032,27.37,0.81,1031.8
China,1/25/2020,0.0067,23.55,0.79,1028.5
China,1/26/2020,0.0058,20.26,0.75,1025.8
China,1/27/2020,0.0003,20.86,0.61,1025.9
China,1/28/2020,0.0003,22.39,0.5,1028.6
China,1/29/2020,0.0003,24.75,0.46,1026
China,1/30/2020,0.0002,31.42,0.41,1023.6
China,1/31/2020,0.004,26.23,0.66,1023.2
China,2/1/2020,0.0006,20.61,0.43,1029.6
China,2/2/2020,0.0002,24.09,0.47,1026.3
China,2/3/2020,0.0003,23.78,0.52,1023.6
China,2/4/2020,0.007,26.61,0.72,1024.4
China,2/5/2020,0.0038,26.03,0.77,1028
China,2/6/2020,0.0005,25.99,0.71,1030
China,2/7/2020,0.0003,25.58,0.55,1033.2
China,2/8/2020,0.0003,29.15,0.34,1030.1
China,2/9/2020,0.0004,30.6,0.29,1020.4
China,2/10/2020,0.0002,32.41,0.39,1017.1
China,2/11/2020,0.0004,33.65,0.49,1014.2
China,2/12/2020,0.0004,29.01,0.48,1009.8
China,2/13/2020,0.0003,13.77,0.28,1026.6
China,2/14/2020,0.0003,13.97,0.25,1040.1
China,2/15/2020,0.0003,17.85,0.21,1036.7
China,2/16/2020,0.0003,23.67,0.3,1035.9
China,2/17/2020,0.0004,28.99,0.33,1027.8
China,2/18/2020,0.0004,35.22,0.3,1022.6
China,2/19/2020,0.0117,25.22,0.54,1029.7
China,2/20/2020,0.0004,25.92,0.39,1032.9
China,2/21/2020,0.0004,28.23,0.37,1030.2
China,2/22/2020,0.0003,36.63,0.44,1019.9
China,2/23/2020,0.0003,36.96,0.53,1013.3
China,2/24/2020,0.0003,37.09,0.34,1017.5
China,2/25/2020,0.0035,36.28,0.75,1020.8
China,2/26/2020,0.0698,31.36,0.88,1024
China,2/27/2020,0.0024,33.57,0.74,1019
China,2/28/2020,0.0003,33.77,0.6,1016.8
China,2/29/2020,0.0037,32.49,0.39,1024.9
China,3/1/2020,0.0202,30.13,0.76,1024
China,3/2/2020,0.0002,28.76,0.43,1026.1
China,3/3/2020,0.0002,28.43,0.48,1022.9
China,3/4/2020,0.0003,34.17,0.67,1018
China,3/5/2020,0.0003,33.41,0.6,1013.7
China,3/6/2020,0.002,39.92,0.47,1012.4
China,3/7/2020,0.0045,36.44,0.67,1009.9
China,3/8/2020,0.0035,26.32,0.38,1021.8
China,3/9/2020,0,32.78,0.27,1023.5
China,3/10/2020,0.0004,37.63,0.3,1014.7
China,3/11/2020,0.0003,37.77,0.32,1016.6
China,3/12/2020,0.0004,29.39,0.3,1028
China,3/13/2020,0.0004,33.52,0.19,1026.4
China,3/14/2020,0,42.17,0.18,1022
China,3/15/2020,0.0006,39.3,0.44,1021.4
China,3/16/2020,0,40.69,0.18,1020.2
China,3/17/2020,0,37.57,0.12,1014.9
China,3/18/2020,0,45.58,0.17,1015.8
China,3/19/2020,0,49.47,0.25,1009.1
China,3/20/2020,0.0004,46.98,0.33,1010.4
China,3/21/2020,0.0004,43.67,0.36,1016.3
China,3/22/2020,0.0004,45.82,0.55,1015.1
China,3/23/2020,0.0025,47.76,0.61,1010.9
China,3/24/2020,0.0026,42.29,0.67,1004.7
China,3/25/2020,0.0092,35.92,0.59,1018.3
China,3/26/2020,0.0034,34.12,0.6,1026
China,3/27/2020,0.0101,34.88,0.69,1021.5
China,3/28/2020,0.0087,32.56,0.78,1018.5
China,3/29/2020,0.0029,40.71,0.68,1016.3
China,3/30/2020,0.0009,44.47,0.55,1015.6
China,3/31/2020,0.0089,36.95,0.54,1019.9
China,4/1/2020,0.0004,39.1,0.67,1024.3
China,4/2/2020,0.0002,39.68,0.53,1025.4
China,4/3/2020,0.0005,42.9,0.46,1025.2
China,4/4/2020,0.0018,39.49,0.5,1022.9
China,4/5/2020,0.0002,42.64,0.48,1019.1
China,4/6/2020,0.0009,43.94,0.37,1017.1
China,4/7/2020,0.011,47.72,0.34,1014
China,4/8/2020,0.0163,41.1,0.37,1012.7
China,4/9/2020,0.0213,32.79,0.8,1021.5
China,4/10/2020,0.0005,33.82,0.48,1028.1
China,4/11/2020,0.0003,37.99,0.22,1025.8
China,4/12/2020,0.0003,45.53,0.28,1018.4
China,4/13/2020,0.0095,46.61,0.48,1009.9
China,4/14/2020,0.0001,50.31,0.46,1007.3
China,4/15/2020,0.0003,44.34,0.16,1012.4
China,4/16/2020,0.0006,41.71,0.22,1016.8
China,4/17/2020,0.0933,37.82,0.8,1016.6
China,4/18/2020,0.0002,40.72,0.65,1015.9
China,4/19/2020,0.0003,45.46,0.34,1019.7
China,4/20/2020,0.0004,36.87,0.25,1021.2
China,12/31/2019,0.0002,21.84,0.41,1032
China,1/1/2020,0.0003,23.14,0.58,1030.8
China,1/2/2020,0,27.5,0.62,1029.4
China,1/3/2020,0.0003,30.02,0.6,1028.1
China,1/4/2020,0.0354,32.76,0.82,1028.2
China,1/5/2020,0.0469,30.53,0.97,1022.9
China,1/6/2020,0.0515,16.71,0.94,1021.4
China,1/7/2020,0.0002,19.91,0.63,1028.7
China,1/8/2020,0.0001,24.33,0.54,1028.4
China,1/9/2020,0.0003,22.65,0.67,1025.7
China,1/10/2020,0.0005,16.78,0.75,1025.3
China,1/11/2020,0.0003,20.94,0.74,1024.5
China,1/12/2020,0.0113,14.47,0.83,1025.5
China,1/13/2020,0.0007,15.24,0.63,1029.5
China,1/14/2020,0.0001,23.27,0.62,1030.7
China,1/15/2020,0.0006,18.46,0.63,1030.5
China,1/16/2020,0.0004,20.1,0.73,1027.8
China,1/17/2020,0.0002,22.61,0.77,1025.3
China,1/18/2020,0,22.64,0.64,1022.8
China,1/19/2020,0,24.11,0.56,1027
China,1/20/2020,0.0002,27.39,0.67,1026.3
China,1/21/2020,0.0003,28.26,0.76,1023.5
China,1/22/2020,0.0003,26.17,0.78,1026.9
China,1/23/2020,0.0002,25.66,0.65,1034.3
China,1/24/2020,0.0002,25.26,0.51,1032.9
China,1/25/2020,0.0007,25.33,0.65,1029.8
China,1/26/2020,0.0004,24.88,0.63,1024.2
China,1/27/2020,0.0003,22.54,0.62,1022.8
China,1/28/2020,0.0032,19.83,0.82,1025
China,1/29/2020,0.0003,20.84,0.62,1025.1
China,1/30/2020,0.0002,26.32,0.59,1024.2
China,1/31/2020,0.0003,26.64,0.64,1027.2
China,2/1/2020,0.0013,19.66,0.73,1026.8
China,2/2/2020,0.0002,26.88,0.58,1029.2
China,2/3/2020,0.0023,14.85,0.79,1027.2
China,2/4/2020,0.0003,19.31,0.48,1034.3
China,2/5/2020,0.0008,23.42,0.69,1033.8
China,2/6/2020,0.0004,26.53,0.81,1030.6
China,2/7/2020,0.0003,25.47,0.76,1031.6
China,2/8/2020,0.0003,30.98,0.73,1026.1
China,2/9/2020,0.0004,35.52,0.59,1020.6
China,2/10/2020,0.0002,34.16,0.72,1019.6
China,2/11/2020,0.0004,39.63,0.72,1016.2
China,2/12/2020,0.0004,44.72,0.74,1013.5
China,2/13/2020,0.0316,19.76,0.95,1017.4
China,2/14/2020,0.1059,13.28,0.75,1028.6
China,2/15/2020,0.0003,16.52,0.55,1028.3
China,2/16/2020,0.0003,22,0.51,1030.1
China,2/17/2020,0.0004,28.7,0.44,1028.5
China,2/18/2020,0.0004,28.73,0.53,1025.4
China,2/19/2020,0.0004,36.65,0.53,1029.6
China,2/20/2020,0.0135,26.73,0.63,1027.6
China,2/21/2020,0.0004,28.12,0.32,1031.1
China,2/22/2020,0.0003,39.09,0.37,1024.3
China,2/23/2020,0.0303,39.24,0.9,1016.9
China,2/24/2020,0.0146,29.68,0.97,1019.7
China,2/25/2020,0.0003,24.89,0.73,1029.9
China,2/26/2020,0.025,29.61,0.4,1030
China,2/27/2020,0.0283,29.9,0.87,1021
China,2/28/2020,0.0007,33.67,0.85,1018.8
China,2/29/2020,0.0025,26.88,0.85,1023.9
China,3/1/2020,0.0002,32.29,0.5,1026.4
China,3/2/2020,0.0002,23.81,0.51,1024.4
China,3/3/2020,0.0002,19.72,0.36,1030.2
China,3/4/2020,0.0003,32.14,0.42,1026
China,3/5/2020,0.0003,36.56,0.58,1016.6
China,3/6/2020,0.0134,34.29,0.77,1016.2
China,3/7/2020,0.0028,37.35,0.75,1015.6
China,3/8/2020,0.0215,30.57,0.87,1015.5
China,3/9/2020,0.0006,28.64,0.62,1019.2
China,3/10/2020,0.0004,45.36,0.45,1017.5
China,3/11/2020,0.0054,35.03,0.53,1016.2
China,3/12/2020,0.002,29.49,0.38,1026.9
China,3/13/2020,0.0004,34.77,0.46,1019.6
China,3/14/2020,0.0004,31.87,0.25,1018.8
China,3/15/2020,0,43.92,0.43,1021
China,3/16/2020,0,43.11,0.39,1015.8
China,3/17/2020,0,39.72,0.25,1008
China,3/18/2020,0,41.29,0.11,1015
China,3/19/2020,0,50.06,0.23,1009
China,3/20/2020,0.0004,40.97,0.52,1009.1
China,3/21/2020,0,40.24,0.28,1018.7
China,3/22/2020,0,44.84,0.3,1019.4
China,3/23/2020,0.0002,47.65,0.31,1016.8
China,3/24/2020,0.0003,48.85,0.59,1012.1
China,3/25/2020,0.007,34.64,0.94,1015.5
China,3/26/2020,0.0004,32.16,0.32,1026.2
China,3/27/2020,0.0002,31.28,0.21,1026.3
China,3/28/2020,0.0004,32.56,0.39,1021.3
China,3/29/2020,0.0004,39.17,0.53,1019.5
China,3/30/2020,0.0003,39.84,0.65,1017.9
China,3/31/2020,0.0004,38.58,0.35,1023.8
China,4/1/2020,0.0048,32.51,0.58,1025
China,4/2/2020,0.0002,39.48,0.44,1023
China,4/3/2020,0,28.3,0.3,1027.5
China,4/4/2020,0.0002,41.9,0.15,1027.1
China,4/5/2020,0.0002,44.54,0.32,1020.4
China,4/6/2020,0.002,41.22,0.44,1018.5
China,4/7/2020,0.0046,38.65,0.57,1019
China,4/8/2020,0.092,34.17,0.89,1024
China,4/9/2020,0.0082,36.13,0.8,1027.6
China,4/10/2020,0.0019,36.69,0.48,1023.4
China,4/11/2020,0.0003,35.07,0.25,1018.3
China,4/12/2020,0,45.23,0.21,1018.5
China,4/13/2020,0.0003,46.25,0.36,1014
China,4/14/2020,0.0001,49.94,0.32,1010.1
China,4/15/2020,0.0441,45.41,0.68,1008.3
China,4/16/2020,0.0002,42.83,0.48,1013.7
China,4/17/2020,0.0023,42.68,0.54,1018.4
China,4/18/2020,0.0489,46.73,0.88,1013.2
China,4/19/2020,0.0003,35.61,0.42,1015.5
China,4/20/2020,0.0004,31.2,0.22,1021.2
China,12/31/2019,0.0002,17.44,0.28,1030.9
China,1/1/2020,0.0003,20.69,0.46,1031.6
China,1/2/2020,0,21.66,0.57,1030.5
China,1/3/2020,0.0003,28.45,0.52,1028.5
China,1/4/2020,0.045,20.34,0.74,1027.2
China,1/5/2020,0.0016,27.83,0.76,1025.7
China,1/6/2020,0.0194,19.71,0.75,1026.6
China,1/7/2020,0.0004,21.83,0.73,1030.2
China,1/8/2020,0.0002,21.88,0.7,1027.9
China,1/9/2020,0.0003,20.78,0.73,1027.8
China,1/10/2020,0.0013,15.22,0.72,1027.7
China,1/11/2020,0.0003,14.17,0.67,1026.2
China,1/12/2020,0.0003,8,0.65,1028.8
China,1/13/2020,0,11.98,0.58,1031.2
China,1/14/2020,0.0001,20.37,0.61,1030.7
China,1/15/2020,0.001,13.05,0.7,1030.9
China,1/16/2020,0.0004,13.25,0.71,1029.9
China,1/17/2020,0.0002,14.75,0.6,1028.5
China,1/18/2020,0,13.71,0.52,1027.2
China,1/19/2020,0,19.17,0.61,1028.7
China,1/20/2020,0.0002,17.08,0.63,1024.6
China,1/21/2020,0,19.44,0.68,1024.8
China,1/22/2020,0.0002,24.1,0.64,1028.5
China,1/23/2020,0.0003,20.24,0.67,1035.2
China,1/24/2020,0.0002,24.2,0.69,1033.4
China,1/25/2020,0.0017,25.94,0.65,1031.3
China,1/26/2020,0.0048,22.72,0.7,1026.1
China,1/27/2020,0.001,20.45,0.65,1024.6
China,1/28/2020,0.0003,17.92,0.61,1027.8
China,1/29/2020,0.0003,18.08,0.49,1027.4
China,1/30/2020,0.0002,21,0.46,1025.6
China,1/31/2020,0.0025,22.95,0.51,1027
China,2/1/2020,0.0015,13.95,0.51,1029.6
China,2/2/2020,0.0002,18.44,0.37,1028.7
China,2/3/2020,0.0003,18.35,0.47,1027.2
China,2/4/2020,0.0003,20.26,0.55,1030.4
China,2/5/2020,0.0002,22.54,0.63,1030.5
China,2/6/2020,0.0003,21.6,0.68,1030.2
China,2/7/2020,0.0003,22.54,0.57,1033.3
China,2/8/2020,0.0003,22.66,0.39,1028.8
China,2/9/2020,0.0004,24.79,0.31,1021.4
China,2/10/2020,0,26.9,0.31,1018.4
China,2/11/2020,0.0004,29.91,0.38,1015.3
China,2/12/2020,0.0004,34.45,0.49,1010.5
China,2/13/2020,0.0025,15.33,0.27,1023.9
China,2/14/2020,0.0003,14.76,0.21,1037.1
China,2/15/2020,0.0003,16.39,0.19,1033.7
China,2/16/2020,0.0003,18.35,0.25,1034.3
China,2/17/2020,0.0004,22.39,0.27,1028.5
China,2/18/2020,0.0004,25.14,0.28,1024.7
China,2/19/2020,0.0007,26.9,0.41,1029.5
China,2/20/2020,0.0004,21.06,0.3,1031.2
China,2/21/2020,0.0004,24.81,0.23,1032.3
China,2/22/2020,0.0003,35.4,0.37,1020.9
China,2/23/2020,0.0177,33.82,0.68,1016.1
China,2/24/2020,0.0004,31.77,0.63,1020.6
China,2/25/2020,0.0027,34.77,0.61,1026.7
China,2/26/2020,0.0129,32.07,0.82,1027.3
China,2/27/2020,0.0003,32.97,0.72,1019
China,2/28/2020,0.0003,32.81,0.57,1016.5
China,2/29/2020,0.0003,29.56,0.23,1026
China,3/1/2020,0.0054,26.44,0.34,1022.6
China,3/2/2020,0.0003,23.63,0.17,1027.2
China,3/3/2020,0.0002,24.16,0.23,1027.7
China,3/4/2020,0.0003,30.7,0.46,1021.1
China,3/5/2020,0.0066,29.24,0.48,1013.7
China,3/6/2020,0,34.89,0.27,1016.1
China,3/7/2020,0.0204,36.48,0.51,1013
China,3/8/2020,0.0104,27.51,0.48,1019.8
China,3/9/2020,0,27.04,0.15,1022.2
China,3/10/2020,0.0004,34.91,0.19,1015.2
China,3/11/2020,0.0004,34.11,0.22,1016.7
China,3/12/2020,0.0004,29.35,0.29,1028.7
China,3/13/2020,0.0004,32.55,0.18,1023.9
China,3/14/2020,0,38.77,0.18,1021.2
China,3/15/2020,0,38.44,0.16,1019.6
China,3/16/2020,0,39.79,0.11,1017.7
China,3/17/2020,0,36.73,0.08,1011.4
China,3/18/2020,0,41.99,0.09,1015.2
China,3/19/2020,0,45.3,0.13,1008
China,3/20/2020,0.0004,39.49,0.14,1011.3
China,3/21/2020,0,42.42,0.2,1018.2
China,3/22/2020,0.0175,49.08,0.22,1017.1
China,3/23/2020,0.1161,50.46,0.59,1013
China,3/24/2020,0.0048,43.22,0.58,1007.3
China,3/25/2020,0.065,31.23,0.72,1019.5
China,3/26/2020,0.0004,31.03,0.42,1028.1
China,3/27/2020,0.0002,36.66,0.42,1024.9
China,3/28/2020,0.0004,37.74,0.41,1018
China,3/29/2020,0.0004,42.93,0.48,1016.1
China,3/30/2020,0.0016,40.31,0.31,1015.1
China,3/31/2020,0.0598,33.16,0.75,1024.6
China,4/1/2020,0.0006,33.93,0.54,1025.4
China,4/2/2020,0.0002,38,0.34,1025.1
China,4/3/2020,0,39.47,0.3,1026.8
China,4/4/2020,0.0002,41.72,0.35,1023.9
China,4/5/2020,0.0005,45.46,0.42,1018.7
China,4/6/2020,0.0093,42.54,0.53,1017.2
China,4/7/2020,0.0224,41.49,0.61,1016.1
China,4/8/2020,0.0094,33.74,0.59,1020.7
China,4/9/2020,0.0327,33.35,0.75,1028
China,4/10/2020,0.0046,35.21,0.48,1028
China,4/11/2020,0,39.09,0.18,1024.1
China,4/12/2020,0,41.32,0.16,1018.5
China,4/13/2020,0.0015,46.55,0.23,1011.1
China,4/14/2020,0.0013,47.45,0.41,1007
China,4/15/2020,0.0009,42.89,0.2,1011.2
China,4/16/2020,0,47.65,0.19,1017.2
China,4/17/2020,0.0042,44.12,0.5,1018
China,4/18/2020,0.0012,40.64,0.53,1013.6
China,4/19/2020,0.0003,36,0.17,1019.6
China,4/20/2020,0.0004,30.13,0.12,1022.6
China,12/31/2019,0.0002,27.66,0.33,1020.9
China,1/1/2020,0.0006,25.78,0.35,1022.3
China,1/2/2020,0.0003,22.93,0.59,1021.8
China,1/3/2020,0.0008,26.12,0.74,1016.8
China,1/4/2020,0.001,25.59,0.62,1012
China,1/5/2020,0.0036,24.26,0.7,1014.8
China,1/6/2020,0.0009,23.14,0.33,1018.5
China,1/7/2020,0.0008,24.51,0.61,1015.2
China,1/8/2020,0.001,23.48,0.58,1014.1
China,1/9/2020,0.0043,20.31,0.74,1015.6
China,1/10/2020,0.0041,22.55,0.44,1021.5
China,1/11/2020,0.0003,26.91,0.18,1017.4
China,1/12/2020,0.0009,24.2,0.37,1014.5
China,1/13/2020,0.001,26.55,0.69,1013.9
China,1/14/2020,0.0006,22.83,0.56,1012.6
China,1/15/2020,0.0005,20.36,0.63,1019.5
China,1/16/2020,0.0041,23.21,0.76,1019.3
China,1/17/2020,0.0057,14.94,0.72,1018.8
China,1/18/2020,0.0043,17.89,0.7,1022
China,1/19/2020,0.0052,24.18,0.7,1017
China,1/20/2020,0.0025,25.59,0.63,1014.4
China,1/21/2020,0.0107,22.31,0.54,1014.8
China,1/22/2020,0.0167,19.35,0.81,1016.5
China,1/23/2020,0.0132,15.09,0.84,1023.2
China,1/24/2020,0.0098,15.16,0.81,1024.8
China,1/25/2020,0.0034,14.32,0.65,1020.5
China,1/26/2020,0.009,14.67,0.73,1017.7
China,1/27/2020,0.0062,17,0.73,1019.7
China,1/28/2020,0.005,18.27,0.64,1023.7
China,1/29/2020,0.0069,16.53,0.77,1021.1
China,1/30/2020,0.0064,19.45,0.75,1017.7
China,1/31/2020,0.0056,19.38,0.73,1017.1
China,2/1/2020,0.016,16.48,0.8,1022.4
China,2/2/2020,0.0137,20.59,0.71,1022.9
China,2/3/2020,0.0004,20.05,0.53,1020.7
China,2/4/2020,0.0089,19.01,0.78,1016.8
China,2/5/2020,0.0096,19.13,0.8,1019.2
China,2/6/2020,0.0069,19.9,0.77,1022.6
China,2/7/2020,0.011,18.19,0.78,1026.8
China,2/8/2020,0.0071,21.69,0.75,1026.6
China,2/9/2020,0.0038,24.37,0.75,1017.8
China,2/10/2020,0.0002,25.92,0.55,1016.8
China,2/11/2020,0.0004,28.69,0.36,1015.7
China,2/12/2020,0.0005,27.67,0.27,1011
China,2/13/2020,0.0205,23.79,0.57,1010.8
China,2/14/2020,0.0213,14.99,0.8,1023.9
China,2/15/2020,0.0064,18.37,0.67,1026.3
China,2/16/2020,0.0082,18.47,0.73,1027.7
China,2/17/2020,0.0198,22.75,0.73,1023.2
China,2/18/2020,0.0056,26.39,0.59,1020.7
China,2/19/2020,0.0178,24.35,0.73,1021.4
China,2/20/2020,0.0139,27.37,0.71,1028.1
China,2/21/2020,0.0014,27.99,0.68,1025.7
China,2/22/2020,0.0009,32.08,0.66,1018.9
China,2/23/2020,0.0024,30.18,0.5,1013.6
China,2/24/2020,0.0037,29.79,0.7,1015.2
China,2/25/2020,0.0027,31.76,0.71,1015.9
China,2/26/2020,0.0152,32.27,0.85,1014
China,2/27/2020,0.0269,28.61,0.85,1015.6
China,2/28/2020,0.0051,34.08,0.6,1013.1
China,2/29/2020,0.0256,28.93,0.92,1015.8
China,3/1/2020,0.0159,25.95,0.85,1014.9
China,3/2/2020,0.0385,22.72,0.84,1019.3
China,3/3/2020,0.0354,22.88,0.83,1019.7
China,3/4/2020,0.0039,28.64,0.78,1013.8
China,3/5/2020,0.0042,29.63,0.72,1011.2
China,3/6/2020,0.0031,32.29,0.75,1009.6
China,3/7/2020,0.0143,31.31,0.7,1004.2
China,3/8/2020,0.0503,23.17,0.89,1014.9
China,3/9/2020,0.0279,24.26,0.78,1019.4
China,3/10/2020,0.024,29.58,0.81,1012.2
China,3/11/2020,0.0113,31.91,0.81,1012.3
China,3/12/2020,0.0067,27.57,0.87,1019.9
China,3/13/2020,0.0065,28.5,0.79,1020.6
China,3/14/2020,0.0045,29.61,0.78,1015.1
China,3/15/2020,0.0376,25.71,0.87,1017.3
China,3/16/2020,0.0265,28.74,0.77,1021
China,3/17/2020,0.0271,30.91,0.71,1016.3
China,3/18/2020,0.0023,33.07,0.61,1016
China,3/19/2020,0.0038,36.37,0.64,1008.9
China,3/20/2020,0.0796,36.32,0.72,1007.8
China,3/21/2020,0.0769,34.86,0.93,1014.2
China,3/22/2020,0.0093,36.35,0.76,1013.6
China,3/23/2020,0.0895,38.49,0.85,1010.2
China,3/24/2020,0.0232,42.05,0.69,1006.1
China,3/25/2020,0.0428,39.51,0.8,1007.5
China,3/26/2020,0.0357,33.93,0.9,1015.4
China,3/27/2020,0.011,30.57,0.88,1012.8
China,3/28/2020,0.0188,30.3,0.89,1012.1
China,3/29/2020,0.0346,29.23,0.87,1010.8
China,3/30/2020,0.0309,34.96,0.79,1013
China,3/31/2020,0.0071,35.53,0.86,1012.5
China,4/1/2020,0.0269,32.67,0.92,1014.3
China,4/2/2020,0.0296,28.67,0.9,1018.6
China,4/3/2020,0.0249,28.78,0.88,1022.7
China,4/4/2020,0.0252,30.28,0.86,1021
China,4/5/2020,0.0167,28.72,0.89,1017.9
China,4/6/2020,0.0392,31.18,0.85,1017
China,4/7/2020,0.0043,35.16,0.72,1017.2
China,4/8/2020,0.0359,37.2,0.82,1014.1
China,4/9/2020,0.0297,35.66,0.88,1013
China,4/10/2020,0.0513,29.74,0.95,1021.3
China,4/11/2020,0.0347,32.95,0.88,1021
China,4/12/2020,0.0256,33.22,0.89,1018.1
China,4/13/2020,0.0017,40.42,0.55,1014.1
China,4/14/2020,0.0009,44.06,0.46,1009.1
China,4/15/2020,0.0061,42.68,0.61,1006.8
China,4/16/2020,0.0122,40.21,0.98,1010.9
China,4/17/2020,0.0037,39.26,0.81,1008.6
China,4/18/2020,0.015,39.78,0.93,1012.4
China,4/19/2020,0.0163,38.26,0.95,1011.4
China,4/20/2020,0.0167,34.73,0.95,1014.3
China,12/31/2019,0.0002,8.83,0.17,1032.4
China,1/1/2020,0.0003,12.9,0.28,1031.8
China,1/2/2020,0,16.39,0.37,1029.3
China,1/3/2020,0.0003,17.54,0.48,1029
China,1/4/2020,0.0059,29.29,0.71,1031
China,1/5/2020,0.0132,29.57,0.83,1026.1
China,1/6/2020,0.001,24.35,0.43,1025.4
China,1/7/2020,0.0002,18.38,0.26,1028.6
China,1/8/2020,0.0001,20.97,0.54,1028.5
China,1/9/2020,0.0003,19.7,0.49,1026.2
China,1/10/2020,0.0003,19.56,0.37,1027.5
China,1/11/2020,0.0003,17.87,0.45,1025.1
China,1/12/2020,0.0003,13.22,0.26,1026.1
China,1/13/2020,0,13.94,0.27,1030.1
China,1/14/2020,0.0001,16.29,0.41,1031.1
China,1/15/2020,0.0002,19.51,0.45,1031.4
China,1/16/2020,0.0004,17.94,0.52,1028
China,1/17/2020,0.0002,24.22,0.67,1024
China,1/18/2020,0,22.87,0.29,1021.7
China,1/19/2020,0,20.07,0.24,1027.2
China,1/20/2020,0.0002,24.14,0.45,1026.1
China,1/21/2020,0.0001,21.7,0.59,1023.7
China,1/22/2020,0.0002,21.53,0.51,1028.5
China,1/23/2020,0.0002,17.21,0.48,1037.9
China,1/24/2020,0.0002,17.11,0.59,1034.3
China,1/25/2020,0.0003,25.97,0.59,1033.1
China,1/26/2020,0.0004,26.88,0.6,1026.1
China,1/27/2020,0.0003,28.55,0.59,1024.5
China,1/28/2020,0.0003,18.9,0.6,1026.1
China,1/29/2020,0.0003,20.78,0.37,1025.9
China,1/30/2020,0.0002,21.25,0.43,1023.2
China,1/31/2020,0.0019,28.12,0.34,1029.2
China,2/1/2020,0.019,17.01,0.69,1028.7
China,2/2/2020,0.0002,19.09,0.37,1028.6
China,2/3/2020,0.0003,14.05,0.46,1029.8
China,2/4/2020,0.0042,19.88,0.65,1037.1
China,2/5/2020,0.0039,18.52,0.72,1035.2
China,2/6/2020,0.0003,18.12,0.69,1030.8
China,2/7/2020,0.0003,20.95,0.54,1032.1
China,2/8/2020,0.0003,23.73,0.58,1024.5
China,2/9/2020,0.0004,26.52,0.49,1019.3
China,2/10/2020,0.0002,31.16,0.59,1018.4
China,2/11/2020,0.0004,37.44,0.68,1014.8
China,2/12/2020,0.0004,32.54,0.75,1012.2
China,2/13/2020,0.0663,18.55,0.8,1023.9
China,2/14/2020,0.0009,19.79,0.47,1030.3
China,2/15/2020,0.0003,19.52,0.4,1028.4
China,2/16/2020,0.0003,19.94,0.43,1029.2
China,2/17/2020,0.0004,24.26,0.51,1026.6
China,2/18/2020,0.0004,24.56,0.69,1025.8
China,2/19/2020,0.0073,34.13,0.77,1030.5
China,2/20/2020,0.007,29.58,0.59,1027
China,2/21/2020,0.0004,30.09,0.28,1030.1
China,2/22/2020,0.0003,32.96,0.33,1021.8
China,2/23/2020,0.0003,36.55,0.57,1018.7
China,2/24/2020,0.0003,27.15,0.37,1023.5
China,2/25/2020,0.0003,31.13,0.5,1032.5
China,2/26/2020,0.0003,32.01,0.43,1031.3
China,2/27/2020,0.0003,32.72,0.56,1020.1
China,2/28/2020,0.001,33.12,0.77,1019.6
China,2/29/2020,0.0003,28,0.51,1024.5
China,3/1/2020,0.0264,32.46,0.36,1025.3
China,3/2/2020,0.0193,23.84,0.41,1024
China,3/3/2020,0.0002,25.51,0.21,1031
China,3/4/2020,0.0003,37.69,0.3,1024.1
China,3/5/2020,0.013,35.4,0.56,1014.7
China,3/6/2020,0.0108,34.95,0.7,1016.5
China,3/7/2020,0.0233,40.22,0.77,1016.2
China,3/8/2020,0.0608,31.73,0.83,1018.6
China,3/9/2020,0.0004,33.29,0.43,1018.9
